"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"sense_intronic"	"sense_overlapping"	"miRNA"	"rRNA"	"snRNA"	"snoRNA"	"vaultRNA"	"macro_lncRNA"	"unprocessed_pseudogene"	"TEC"	"misc_RNA"	"processed_transcript"	"bidirectional_promoter_lncRNA"	"transcribed_unprocessed_pseudogene"	"unitary_pseudogene"	"transcribed_unitary_pseudogene"	"polymorphic_pseudogene"	"IG_V_gene"	"pseudogene"	"ribozyme"	"sRNA"	"non_coding"	"scaRNA"	"IG_C_pseudogene"
"18643"	"RPL7P29"	727	"processed_pseudogene"	9	1	12	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18645"	"TCEA1P3"	879	"processed_pseudogene"	7	1	7	2	0	3	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18647"	"ANKRD20A11P"	70863	"transcribed_unprocessed_pseudogene"	4	1	16	0	0	2	0	0	2	1	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18649"	"NPM1P37"	873	"processed_pseudogene"	3	0	3	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18651"	"GAPDHP42"	980	"processed_pseudogene"	4	1	3	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18653"	"RNU6-892P"	98	"snRNA"	6	1	1	0	0	3	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18655"	"RNA5SP265"	110	"rRNA"	8	2	3	0	0	1	1	0	0	1	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18657"	"TRIM60P17"	1016	"processed_pseudogene"	6	1	19	1	0	3	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18659"	"SIRPB3P"	42917	"unprocessed_pseudogene"	17	5	3	0	0	2	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18661"	"SEC13P1"	947	"processed_pseudogene"	11	2	8	0	0	0	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18663"	"THAP5P1"	261	"processed_pseudogene"	5	2	2	0	0	0	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18665"	"FAM96AP2"	476	"processed_pseudogene"	19	7	3	0	0	3	0	0	4	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18667"	"LINC01763"	3494	"lincRNA"	3	0	3	0	0	3	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18669"	"SLC25A5P5"	896	"processed_pseudogene"	5	0	4	0	0	4	0	0	2	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18671"	"CNN2P1"	917	"processed_pseudogene"	23	8	7	0	0	1	2	0	1	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18673"	"MTCO3P43"	1135	"processed_pseudogene"	5	1	7	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18675"	"RBM15-AS1"	52796	"antisense"	14	9	2	0	0	5	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18677"	"ROCR"	12241	"lincRNA"	1	0	1	0	0	8	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18679"	"SNRPFP2"	250	"processed_pseudogene"	27	4	5	0	0	1	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18681"	"ZRANB2-AS2"	408652	"processed_transcript"	3	3	3	0	0	2	2	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18683"	"HCG24"	2984	"antisense"	39	5	7	1	0	3	1	0	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18685"	"RPS29P5"	170	"processed_pseudogene"	2	2	4	0	0	2	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18687"	"RPL23AP15"	458	"processed_pseudogene"	15	6	7	0	0	3	0	0	3	20	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18689"	"LINC01508"	132603	"lincRNA"	2	0	2	0	0	6	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18691"	"EMBP1"	52780	"transcribed_unprocessed_pseudogene"	3	3	4	0	0	6	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18693"	"GXYLT1P3"	1192	"processed_pseudogene"	1	0	9	0	0	5	0	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18695"	"MTND3P10"	340	"processed_pseudogene"	5	1	7	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18697"	"ERI3-IT1"	865	"sense_intronic"	17	1	9	0	0	1	1	0	2	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18699"	"TXNP6"	309	"processed_pseudogene"	5	2	9	0	0	1	0	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18701"	"COX6CP13"	225	"processed_pseudogene"	7	1	8	0	0	3	1	0	2	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18703"	"SNX18P7"	634	"processed_pseudogene"	13	6	5	1	0	3	0	0	1	0	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18705"	"LINC00533"	780	"lincRNA"	20	5	11	0	0	5	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18707"	"LINC01828"	224993	"lincRNA"	1	0	2	0	0	11	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18709"	"GSTM5P1"	659	"processed_pseudogene"	10	0	6	0	0	0	0	0	0	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18711"	"LINC01231"	16928	"lincRNA"	3	0	3	0	0	4	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18713"	"NANOGP4"	912	"transcribed_processed_pseudogene"	6	6	2	2	0	1	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18715"	"SNAI1P1"	776	"processed_pseudogene"	6	2	2	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18717"	"FTCD-AS1"	1033	"antisense"	13	9	2	0	0	4	2	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18719"	"UQCRHP2"	287	"processed_pseudogene"	11	0	11	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18721"	"TUBG1P"	1357	"processed_pseudogene"	19	1	2	0	0	2	0	1	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18723"	"RN7SL589P"	309	"misc_RNA"	14	2	4	0	0	0	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18725"	"MRPS17"	4682	"protein_coding"	12	1	19	0	0	2	0	0	0	0	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18727"	"C1orf226"	19910	"protein_coding"	12	2	1	1	0	1	1	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18729"	"LINC00636"	45659	"lincRNA"	5	0	0	0	0	5	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18731"	"PLCXD2"	171771	"protein_coding"	12	2	5	0	0	2	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18733"	"RN7SL767P"	294	"misc_RNA"	12	4	7	0	0	2	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18735"	"RPS29P11"	170	"processed_pseudogene"	8	2	6	0	0	4	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18737"	"ZBTB20-AS4"	2638	"lincRNA"	1	0	2	0	0	4	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18739"	"RN7SL395P"	290	"misc_RNA"	33	8	3	0	0	2	0	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18741"	"LIFR-AS1"	114430	"antisense"	5	7	4	0	0	4	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18743"	"PCDHGB8P"	2872	"transcribed_unitary_pseudogene"	64	10	3	0	0	5	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18745"	"KRT8P46"	1425	"processed_pseudogene"	9	2	8	0	0	1	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18747"	"TNRC18P1"	3649	"processed_pseudogene"	8	2	4	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18749"	"LINC01377"	3397	"lincRNA"	3	1	1	0	0	8	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18751"	"ENPP7P9"	626	"processed_pseudogene"	9	0	5	0	0	5	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18753"	"HTT-AS"	11043	"antisense"	14	2	1	1	0	1	0	1	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18755"	"FAM90A25P"	3010	"unprocessed_pseudogene"	11	2	13	1	0	5	0	0	3	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18757"	"HADHAP1"	2283	"processed_pseudogene"	10	0	17	0	0	2	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18759"	"RNU6-388P"	104	"snRNA"	6	0	6	0	0	3	0	0	2	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18761"	"FAM85B"	58795	"antisense"	13	1	6	0	0	8	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18763"	"ALG1L13P"	8664	"transcribed_unprocessed_pseudogene"	13	1	5	0	0	8	0	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18765"	"DEFB131C"	164	"processed_pseudogene"	15	3	9	1	0	6	1	0	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18767"	"STH"	444	"protein_coding"	8	4	5	0	0	4	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18769"	"UBE2F-SCLY"	132398	"protein_coding"	17	3	0	0	0	3	0	0	1	0	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18771"	"RN7SL431P"	304	"misc_RNA"	26	9	7	0	0	1	0	0	4	0	4	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18773"	"RPL23AP92"	254	"processed_pseudogene"	14	1	7	0	0	3	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18775"	"C2orf15"	10002	"protein_coding"	15	1	2	0	0	1	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18777"	"ZBTB32"	12511	"protein_coding"	54	9	4	0	0	7	2	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18779"	"SCT"	712	"protein_coding"	46	13	2	0	0	9	0	0	2	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18781"	"PAX2"	94338	"protein_coding"	20	3	2	0	0	8	0	0	1	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18783"	"LHX5"	10246	"protein_coding"	15	4	3	0	0	1	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18785"	"ZP2"	17060	"protein_coding"	16	3	1	1	0	1	1	0	1	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18787"	"SYNGR4"	11981	"protein_coding"	38	7	0	0	0	3	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18789"	"SLC5A5"	23201	"protein_coding"	38	7	5	1	0	3	0	0	2	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18791"	"CRTAM"	34139	"protein_coding"	7	1	9	0	0	1	0	0	0	0	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18793"	"PMFBP1"	64721	"protein_coding"	13	5	4	0	0	4	1	0	0	0	3	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18795"	"IL17C"	1882	"protein_coding"	17	11	0	0	0	7	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18797"	"PROZ"	13729	"protein_coding"	15	7	2	0	0	3	6	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18799"	"ACSBG2"	57847	"protein_coding"	37	11	4	1	0	0	0	1	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18801"	"KRT34"	4753	"protein_coding"	64	4	0	0	0	1	0	1	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18803"	"CHST5"	6712	"protein_coding"	20	3	2	0	0	5	3	0	0	1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18805"	"OIT3"	39452	"protein_coding"	13	6	8	0	0	1	2	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18807"	"SYCP3"	10824	"protein_coding"	12	3	6	1	0	3	0	0	0	3	5	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18809"	"SLC5A2"	7858	"protein_coding"	29	10	12	1	0	7	3	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18811"	"SCGB1A1"	18092	"protein_coding"	44	11	5	0	0	1	1	0	3	0	3	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18813"	"GPHA2"	1417	"protein_coding"	37	5	4	1	0	5	0	0	6	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18815"	"MMP21"	9368	"protein_coding"	8	4	3	0	0	1	1	0	1	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18817"	"CLEC18C"	14039	"protein_coding"	18	4	4	0	1	0	0	0	2	0	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18819"	"COX6B2"	5508	"protein_coding"	52	8	6	0	0	3	1	0	5	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18821"	"NPHS1"	43323	"protein_coding"	50	8	4	0	0	9	1	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18823"	"PRR35"	5106	"protein_coding"	48	8	1	1	0	8	2	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18825"	"SLC39A2"	2616	"protein_coding"	33	7	10	0	0	6	0	0	1	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18827"	"CPLX4"	43493	"protein_coding"	7	4	2	0	0	4	0	0	0	0	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18829"	"LDHAL6A"	23776	"protein_coding"	22	2	11	1	0	1	2	0	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18831"	"FAM129C"	30538	"protein_coding"	38	11	4	1	0	3	1	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18833"	"CELP"	7455	"transcribed_unprocessed_pseudogene"	28	0	3	0	0	0	1	0	2	0	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18835"	"OR10AD1"	1304	"protein_coding"	22	8	4	3	0	10	2	0	2	0	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18837"	"MRGPRD"	965	"protein_coding"	11	3	2	0	0	10	0	1	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18839"	"ANKS4B"	20180	"protein_coding"	15	3	1	1	0	1	1	0	1	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18841"	"CALCB"	177345	"protein_coding"	8	0	2	0	0	2	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18843"	"ZNF285B"	5586	"unprocessed_pseudogene"	35	4	3	0	0	4	2	0	2	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18845"	"TRIM72"	17516	"protein_coding"	39	12	7	0	0	9	2	2	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18847"	"SEPT1"	17858	"protein_coding"	50	15	4	1	0	2	1	1	3	0	3	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18849"	"ZSCAN4"	10217	"protein_coding"	49	3	9	1	0	4	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18851"	"URAD"	10940	"protein_coding"	9	1	5	0	0	3	0	0	0	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18853"	"CHRM5"	98737	"protein_coding"	13	4	5	0	0	0	1	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18855"	"KRTAP5-5"	932	"protein_coding"	22	6	2	0	1	6	1	1	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18857"	"CCDC73"	192412	"protein_coding"	11	2	5	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18859"	"FGF3"	9055	"protein_coding"	9	4	2	0	0	12	0	1	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18861"	"COX8C"	1165	"protein_coding"	11	1	3	0	0	2	1	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18863"	"NCCRP1"	4923	"protein_coding"	40	6	8	0	0	3	1	1	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18865"	"ZNF724"	28791	"protein_coding"	9	1	11	1	0	7	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18867"	"RNU4-39P"	126	"snRNA"	34	10	4	0	0	2	0	0	2	0	3	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18869"	"RNA5SP393"	116	"rRNA"	21	6	2	0	0	2	1	0	3	1	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18871"	"RNU4-92P"	135	"snRNA"	7	2	1	1	0	3	1	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18873"	"RNU1-16P"	163	"snRNA"	18	6	2	0	0	6	5	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18875"	"C10orf62"	1207	"protein_coding"	23	2	3	0	0	1	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18877"	"LIPJ"	20223	"protein_coding"	10	1	5	0	0	0	0	1	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18879"	"BMS1P1"	25315	"transcribed_unprocessed_pseudogene"	7	1	3	0	0	3	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18881"	"LINC02397"	25640	"lincRNA"	5	2	4	0	0	2	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18883"	"TP53TG3D"	3203	"protein_coding"	4	2	15	5	0	6	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18885"	"RNU6-945P"	106	"snRNA"	31	3	2	0	0	2	1	0	3	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18887"	"SNORD7"	96	"snoRNA"	30	9	12	3	0	10	2	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18889"	"PFN1P11"	7462	"processed_pseudogene"	22	3	7	0	0	2	0	0	1	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18891"	"NCLP1"	2748	"processed_pseudogene"	64	11	4	0	0	4	0	2	7	0	0	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18893"	"RPL7AP64"	662	"processed_pseudogene"	62	10	5	0	0	2	0	0	5	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18895"	"VPS33B-DT"	13992	"antisense"	12	7	1	1	0	4	0	2	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18897"	"NPIPA7"	14899	"protein_coding"	6	3	4	0	0	2	0	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18899"	"ANXA2P3"	1007	"processed_pseudogene"	0	0	6	0	0	3	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18901"	"RNU6-554P"	105	"snRNA"	27	3	6	0	0	0	1	0	1	0	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18903"	"LINC01167"	897	"lincRNA"	20	5	2	0	0	6	0	0	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18905"	"EIF3LP3"	821	"processed_pseudogene"	6	1	9	0	0	5	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18907"	"LBX1-AS1"	40554	"processed_transcript"	16	2	1	0	0	8	0	0	3	0	3	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"18909"	"MRLN"	19349	"protein_coding"	6	3	1	0	0	2	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
