"external_gene_name"	"length"	"biotype"	"protein_coding"	"antisense"	"processed_pseudogene"	"transcribed_processed_pseudogene"	"X3prime_overlapping_ncRNA"	"lincRNA"	"retained_intron"	"sense_intronic"	"sense_overlapping"	"miRNA"	"piRNA"	"rRNA"	"siRNA"	"snRNA"	"snoRNA"	"tRNA"	"vaultRNA"	"macro_lncRNA"	"bidlncRNA"
"gen210 "	" SLC45A1 "	26341	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen211 "	" SELENON "	18048	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen212 "	" LZIC "	21294	" protein_coding "	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen213 "	" RBP7 "	18814	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen214 "	" FBLIM1 "	29987	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen215 "	" SLC25A34 "	4991	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen216 "	" AKR7A3 "	6692	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen217 "	" PDPN "	34492	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen218 "	" DHRS3 "	49821	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen219 "	" MATN1 "	12310	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen220 "	" LAPTM5 "	25351	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen221 "	" SDC3 "	39294	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen222 "	" PEF1 "	15034	" protein_coding "	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen223 "	" SYNC "	23236	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen224 "	" RBBP4 "	35069	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen225 "	" KIAA1522 "	33085	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen226 "	" TSSK3 "	12791	" protein_coding "	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen227 "	" TMCO4 "	117732	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen228 "	" UBXN10 "	9963	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen229 "	" CAMK2N1 "	3829	" protein_coding "	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen230 "	" ALPL "	69040	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen231 "	" TTLL10 "	24051	" protein_coding "	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen232 "	" SCNN1D "	11593	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen233 "	" MXRA8 "	9088	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen234 "	" FAAP20 "	28259	" protein_coding "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen235 "	" MEGF6 "	121575	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen236 "	" SMIM12 "	147079	" protein_coding "	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen237 "	" ZMYM6 "	45803	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen238 "	" SERINC2 "	25115	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen239 "	" PTAFR "	46770	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen240 "	" CD52 "	2566	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen241 "	" CLIC4 "	98967	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen242 "	" DFFB "	28162	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen243 "	" LUZP1 "	93785	" protein_coding "	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"gen244 "	" CALML6 "	2469	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen245 "	" OTUD3 "	30432	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen246 "	" PUSL1 "	3110	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen247 "	" IFFO2 "	52405	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen248 "	" CLSTN1 "	95500	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen249 "	" PIK3CD "	77382	" protein_coding "	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen250 "	" SLC25A33 "	45697	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen251 "	" SPSB1 "	76652	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen252 "	" PLEKHG5 "	53969	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen253 "	" TMEM51 "	67948	" protein_coding "	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen254 "	" CAMTA1 "	984382	" protein_coding "	1	4	1	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0
"gen255 "	" ANGPTL7 "	6640	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen256 "	" EXOSC10 "	33263	" protein_coding "	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen257 "	" C1QB "	8776	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen258 "	" C1QA "	3102	" protein_coding "	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen259 "	" MINOS1 "	32844	" protein_coding "	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen260 "	" NMNAT1 "	42073	" protein_coding "	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"gen261 "	" HSPB7 "	5566	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen262 "	" PDIK1L "	14378	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen263 "	" MARCKSL1 "	2547	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen264 "	" TMEM51-AS1 "	40649	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen265 "	" NPPA "	2636	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen266 "	" AURKAIP1 "	1765	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen267 "	" SFN "	1319	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen268 "	" B3GALT6 "	2776	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen269 "	" ZBTB8OS "	50731	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen270 "	" MTHFR "	21197	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen271 "	" LINC00982 "	8822	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen272 "	" AGTRAP "	18718	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen273 "	" FAM87B "	2466	" lincRNA "	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen274 "	" CTNNBIP1 "	62060	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen275 "	" TMEM52 "	1683	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen276 "	" RCC2 "	32964	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen277 "	" FUCA1 "	23217	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen278 "	" VWA1 "	8021	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen279 "	" TRNAU1AP "	25460	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"gen280 "	" RCC1 "	33357	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"gen281 "	" GPR157 "	28865	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen282 "	" GPR3 "	3170	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen283 "	" PAQR7 "	10043	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen284 "	" LCK "	34926	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen285 "	" PRKCZ-AS1 "	2595	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen286 "	" FAM167B "	1623	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen287 "	" TMEM50A "	24444	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen288 "	" PTP4A2 "	38435	" protein_coding "	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen289 "	" C1QTNF12 "	4276	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen290 "	" ZBTB40 "	79306	" protein_coding "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen291 "	" MATN1-AS1 "	8323	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen292 "	" MST1P2 "	4667	" unprocessed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen293 "	" TMEM222 "	14255	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen294 "	" CLCNKA "	15175	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen295 "	" MST1L "	15327	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen296 "	" TNFRSF4 "	2812	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen297 "	" TNFRSF18 "	3183	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen298 "	" GJA4 "	2749	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen299 "	" PLEKHN1 "	9368	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen300 "	" ISG15 "	13403	" protein_coding "	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen301 "	" GABRD "	11460	" protein_coding "	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen302 "	" LDLRAD2 "	12956	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen303 "	" HS6ST1P1 "	1233	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen304 "	" KLHL17 "	5128	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen305 "	" RAB42 "	3243	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen306 "	" AGRN "	35995	" protein_coding "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen307 "	" PLA2G2A "	4985	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen308 "	" HES4 "	1210	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen309 "	" SRSF10 "	16123	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen310 "	" TMEM201 "	25951	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen311 "	" NOC2L "	15105	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen312 "	" PNRC2 "	4353	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen313 "	" KAZN "	1225251	" protein_coding "	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen314 "	" SLC35E2B "	33199	" protein_coding "	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen315 "	" MMP23B "	3168	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen316 "	" ZMYM1 "	56073	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen317 "	" FAM110D "	4942	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen318 "	" DDI2 "	51544	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen319 "	" MIB2 "	15195	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen320 "	" ATAD3A "	22536	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen321 "	" SNHG12 "	4445	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
"gen322 "	" YTHDF2 "	33154	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen323 "	" GPATCH3 "	9978	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen324 "	" MTOR "	155972	" protein_coding "	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"gen325 "	" HMGN2 "	3522	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen326 "	" C1orf174 "	11168	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen327 "	" SNORA73B "	203	" snoRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen328 "	" PHACTR4 "	130787	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen329 "	" ZDHHC18 "	30892	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen330 "	" MACO1 "	69351	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen331 "	" TCEA3 "	43679	" protein_coding "	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen332 "	" ZBTB48 "	9279	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen333 "	" TMEM240 "	5279	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen334 "	" AKR7L "	8212	" polymorphic_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen335 "	" CHCHD3P3 "	639	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen336 "	" TNFRSF25 "	5044	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen337 "	" SLC35E2 "	21161	" protein_coding "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen338 "	" CROCCP2 "	38979	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen339 "	" ATAD3C "	20469	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen340 "	" LINC00339 "	6665	" transcribed_processed_pseudogene "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen341 "	" NBPF1 "	51243	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen342 "	" MTMR9LP "	9962	" transcribed_unprocessed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen343 "	" RNU6ATAC18P "	100	" snRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen344 "	" CCNL2 "	13617	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen345 "	" RN7SKP16 "	298	" misc_RNA "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen346 "	" CPTP "	4141	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen347 "	" SDHDP6 "	479	" processed_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen348 "	" SLC25A34-AS1 "	9845	" antisense "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen349 "	" NPM1P39 "	866	" processed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen350 "	" LINC01770 "	4034	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen351 "	" MTOR-AS1 "	5639	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen352 "	" MTND2P28 "	1043	" unprocessed_pseudogene "	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen353 "	" FAM229A "	3008	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen354 "	" LINC00115 "	1316	" lincRNA "	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen355 "	" MTND1P23 "	371	" unprocessed_pseudogene "	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen356 "	" LINC01772 "	7533	" lincRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen357 "	" RPL22P3 "	380	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen358 "	" NBPF2P "	3342	" unprocessed_pseudogene "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen359 "	" TP73-AS1 "	11735	" transcribed_unitary_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen360 "	" ZMYM4-AS1 "	7255	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen361 "	" SPCS2P4 "	680	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen362 "	" FNDC10 "	2084	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen363 "	" LINC01128 "	34308	" processed_transcript "	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen364 "	" MTCO2P12 "	681	" unprocessed_pseudogene "	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen365 "	" LINC01715 "	5353	" lincRNA "	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen366 "	" RPL5P4 "	885	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen367 "	" LINC01786 "	5197	" lincRNA "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen368 "	" ENO1-AS1 "	1059	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen369 "	" PIK3CD-AS2 "	15129	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen370 "	" MT1XP1 "	185	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen371 "	" UQCRHL "	2179	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen372 "	" ARHGEF19-AS1 "	503	" antisense "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen373 "	" LINC01759 "	14280	" lincRNA "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen374 "	" CHCHD2P6 "	446	" processed_pseudogene "	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen375 "	" ANKRD65 "	3349	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen376 "	" SMIM1 "	3221	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen377 "	" EIF1AXP1 "	434	" processed_pseudogene "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen378 "	" ELOA-AS1 "	17905	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen379 "	" ZBTB40-IT1 "	2234	" sense_intronic "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen380 "	" ANO7L1 "	12118	" transcribed_unprocessed_pseudogene "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen381 "	" MTCO1P12 "	1542	" unprocessed_pseudogene "	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"gen382 "	" TNFRSF14-AS1 "	7111	" antisense "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen383 "	" SNORA59A "	151	" snoRNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen384 "	" ACTG1P20 "	467	" processed_pseudogene "	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen385 "	" CORT "	2183	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen386 "	" SNHG3 "	4912	" processed_transcript "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
"gen387 "	" NPPA-AS1 "	7062	" antisense "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen388 "	" MRPL20 "	5405	" protein_coding "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen389 "	" TMEM35B "	3818	" protein_coding "	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen390 "	" DDOST "	9777	" protein_coding "	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen391 "	" CDK11B "	23785	" protein_coding "	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen392 "	" TMEM200B "	4507	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen393 "	" TRNP1 "	7191	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen394 "	" LINC01355 "	5443	" lincRNA "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen395 "	" RN7SL657P "	292	" misc_RNA "	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen396 "	" RN7SL731P "	292	" misc_RNA "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen397 "	" SCMH1 "	214954	" protein_coding "	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen398 "	" GCLM "	24251	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen399 "	" TRIT1 "	42489	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen400 "	" COL9A2 "	17326	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen401 "	" PTGER3 "	195455	" protein_coding "	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"gen402 "	" TRAPPC3 "	19483	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen403 "	" THRAP3 "	80941	" protein_coding "	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen404 "	" MCOLN3 "	30417	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen405 "	" YIPF1 "	38115	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen406 "	" NDC1 "	73400	" protein_coding "	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"gen407 "	" PKN2 "	152033	" protein_coding "	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen408 "	" YBX1 "	19922	" protein_coding "	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen409 "	" TIE1 "	22115	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen410 "	" KDM4A "	55357	" protein_coding "	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen411 "	" NFYC "	79955	" protein_coding "	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen412 "	" ZMYND12 "	25938	" protein_coding "	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen413 "	" ELOVL1 "	4677	" protein_coding "	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen414 "	" LRRC40 "	60815	" protein_coding "	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen415 "	" EVI5 "	283708	" protein_coding "	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"gen416 "	" DNTTIP2 "	13635	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen417 "	" TGFBR3 "	225992	" protein_coding "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gen418 "	" TESK2 "	147283	" protein_coding "	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
