"ensembl_gene_id" 	 "hgnc_symbol" 	 "external_gene_name" 	 "chromosome_name" 	 "start_position" 	 "end_position" 	 "transcript_count" 	 "gene_biotype"
"24399" 	 "ENSG00000188282" 	 "RUFY4" 	 "RUFY4" 	 "2" 	 218034960 	 218090581 	 10 	 "protein_coding"
"24400" 	 "ENSG00000188596" 	 "CFAP54" 	 "CFAP54" 	 "12" 	 96489571 	 96875555 	 9 	 "protein_coding"
"24401" 	 "ENSG00000188765" 	 "TMSB4XP2" 	 "TMSB4XP2" 	 "2" 	 3617548 	 3617757 	 1 	 "unprocessed_pseudogene"
"24402" 	 "ENSG00000188822" 	 "CNR2" 	 "CNR2" 	 "1" 	 23870526 	 23913362 	 1 	 "protein_coding"
"24403" 	 "ENSG00000196302" 	 "" 	 "AC146944.1" 	 "5" 	 70516387 	 70555266 	 1 	 "unprocessed_pseudogene"
"24404" 	 "ENSG00000196539" 	 "OR2T3" 	 "OR2T3" 	 "1" 	 248473351 	 248474307 	 1 	 "protein_coding"
"24405" 	 "ENSG00000196620" 	 "UGT2B15" 	 "UGT2B15" 	 "4" 	 68646630 	 68670628 	 1 	 "protein_coding"
"24406" 	 "ENSG00000196734" 	 "LCE1B" 	 "LCE1B" 	 "1" 	 152811971 	 152813109 	 1 	 "protein_coding"
"24407" 	 "ENSG00000197084" 	 "LCE1C" 	 "LCE1C" 	 "1" 	 152804835 	 152806628 	 2 	 "protein_coding"
"24408" 	 "ENSG00000197320" 	 "" 	 "AC060834.1" 	 "7" 	 9726241 	 9728272 	 1 	 "processed_pseudogene"
"24409" 	 "ENSG00000197472" 	 "ZNF695" 	 "ZNF695" 	 "1" 	 246945547 	 247008093 	 6 	 "protein_coding"
"24410" 	 "ENSG00000197721" 	 "CR1L" 	 "CR1L" 	 "1" 	 207645113 	 207738416 	 5 	 "protein_coding"
"24411" 	 "ENSG00000197888" 	 "UGT2B17" 	 "UGT2B17" 	 "4" 	 68537184 	 68568527 	 1 	 "protein_coding"
"24412" 	 "ENSG00000199488" 	 "RNU1-70P" 	 "RNU1-70P" 	 "3" 	 170994870 	 170995033 	 1 	 "snRNA"
"24413" 	 "ENSG00000199874" 	 "RNA5SP452" 	 "RNA5SP452" 	 "18" 	 24170505 	 24170623 	 1 	 "rRNA"
"24414" 	 "ENSG00000200742" 	 "" 	 "RF00019" 	 "14" 	 55651534 	 55651634 	 1 	 "misc_RNA"
"24415" 	 "ENSG00000200959" 	 "SNORA74A" 	 "SNORA74A" 	 "5" 	 139278781 	 139278978 	 1 	 "snoRNA"
"24416" 	 "ENSG00000201558" 	 "RNVU1-6" 	 "RNVU1-6" 	 "1" 	 146052081 	 146052244 	 1 	 "snRNA"
"24417" 	 "ENSG00000202415" 	 "RN7SKP269" 	 "RN7SKP269" 	 "1" 	 9947318 	 9947636 	 1 	 "misc_RNA"
"24418" 	 "ENSG00000202474" 	 "RNA5SP283" 	 "RNA5SP283" 	 "9" 	 62802320 	 62802438 	 1 	 "rRNA"
"24419" 	 "ENSG00000202515" 	 "VTRNA1-3" 	 "VTRNA1-3" 	 "5" 	 140726158 	 140726246 	 1 	 "misc_RNA"
"24420" 	 "ENSG00000203663" 	 "OR2L2" 	 "OR2L2" 	 "1" 	 248030070 	 248042305 	 3 	 "protein_coding"
"24421" 	 "ENSG00000203697" 	 "CAPN8" 	 "CAPN8" 	 "1" 	 223538007 	 223665734 	 11 	 "protein_coding"
"24422" 	 "ENSG00000204528" 	 "PSORS1C3" 	 "PSORS1C3" 	 "6" 	 31173735 	 31177899 	 1 	 "sense_intronic"
"24423" 	 "ENSG00000204632" 	 "HLA-G" 	 "HLA-G" 	 "6" 	 29826967 	 29831125 	 7 	 "protein_coding"
"24424" 	 "ENSG00000205177" 	 "C11orf91" 	 "C11orf91" 	 "11" 	 33698261 	 33700801 	 2 	 "protein_coding"
"24425" 	 "ENSG00000205856" 	 "C22orf42" 	 "C22orf42" 	 "22" 	 32149006 	 32159322 	 3 	 "protein_coding"
"24426" 	 "ENSG00000206633" 	 "SNORA80B" 	 "SNORA80B" 	 "2" 	 10446714 	 10446849 	 1 	 "snoRNA"
"24427" 	 "ENSG00000207088" 	 "SNORA7B" 	 "SNORA7B" 	 "3" 	 129397210 	 129397348 	 1 	 "snoRNA"
"24428" 	 "ENSG00000207569" 	 "MIR433" 	 "MIR433" 	 "14" 	 100881886 	 100881978 	 1 	 "miRNA"
"24429" 	 "ENSG00000207721" 	 "MIR186" 	 "MIR186" 	 "1" 	 71067631 	 71067716 	 1 	 "miRNA"
"24430" 	 "ENSG00000208001" 	 "MIR431" 	 "MIR431" 	 "14" 	 100881007 	 100881120 	 1 	 "miRNA"
"24431" 	 "ENSG00000213014" 	 "VN2R17P" 	 "VN2R17P" 	 "19" 	 56317177 	 56318008 	 1 	 "processed_pseudogene"
"24432" 	 "ENSG00000213236" 	 "YWHAZP2" 	 "YWHAZP2" 	 "2" 	 126557435 	 126558162 	 1 	 "processed_pseudogene"
"24433" 	 "ENSG00000213376" 	 "GAPDHP71" 	 "GAPDHP71" 	 "5" 	 174513305 	 174514307 	 1 	 "processed_pseudogene"
"24434" 	 "ENSG00000213399" 	 "" 	 "AC022210.1" 	 "2" 	 84915868 	 84916660 	 1 	 "processed_pseudogene"
"24435" 	 "ENSG00000213468" 	 "FIRRE" 	 "FIRRE" 	 "X" 	 131691530 	 131830643 	 2 	 "lincRNA"
"24436" 	 "ENSG00000213492" 	 "NT5C3AP1" 	 "NT5C3AP1" 	 "4" 	 117574512 	 117576174 	 2 	 "transcribed_processed_pseudogene"
"24437" 	 "ENSG00000213673" 	 "SLC25A5P3" 	 "SLC25A5P3" 	 "7" 	 54419444 	 54420328 	 1 	 "processed_pseudogene"
"24438" 	 "ENSG00000213695" 	 "RPS7P14" 	 "RPS7P14" 	 "X" 	 74409518 	 74410100 	 1 	 "processed_pseudogene"
"24439" 	 "ENSG00000213872" 	 "" 	 "AC092798.1" 	 "3" 	 25749488 	 25749896 	 1 	 "processed_pseudogene"
"24440" 	 "ENSG00000214301" 	 "" 	 "AC022296.1" 	 "3" 	 133490824 	 133491505 	 1 	 "processed_pseudogene"
"24441" 	 "ENSG00000215795" 	 "" 	 "AL390728.2" 	 "1" 	 247183813 	 247185482 	 1 	 "processed_pseudogene"
"24442" 	 "ENSG00000215840" 	 "" 	 "AL592295.1" 	 "1" 	 161406068 	 161407082 	 1 	 "processed_pseudogene"
"24443" 	 "ENSG00000222012" 	 "" 	 "AC005481.1" 	 "7" 	 157614023 	 157618765 	 1 	 "antisense"
"24444" 	 "ENSG00000222365" 	 "SNORD12B" 	 "SNORD12B" 	 "20" 	 49280319 	 49280409 	 1 	 "snoRNA"
"24445" 	 "ENSG00000222389" 	 "RNU2-28P" 	 "RNU2-28P" 	 "3" 	 81509476 	 81509664 	 1 	 "snRNA"
"24446" 	 "ENSG00000223117" 	 "RN7SKP296" 	 "RN7SKP296" 	 "3" 	 190642163 	 190642503 	 1 	 "misc_RNA"
"24447" 	 "ENSG00000223198" 	 "RNU2-22P" 	 "RNU2-22P" 	 "2" 	 231501990 	 231502201 	 1 	 "snRNA"
"24448" 	 "ENSG00000223259" 	 "RNA5SP508" 	 "RNA5SP508" 	 "X" 	 76655009 	 76655127 	 1 	 "rRNA"
"24449" 	 "ENSG00000223305" 	 "RN7SKP30" 	 "RN7SKP30" 	 "4" 	 55540502 	 55540835 	 1 	 "misc_RNA"
"24450" 	 "ENSG00000223432" 	 "" 	 "AC009988.1" 	 "10" 	 121615425 	 121615839 	 1 	 "lincRNA"
"24451" 	 "ENSG00000223599" 	 "" 	 "AL513523.1" 	 "1" 	 153852106 	 153853414 	 1 	 "processed_pseudogene"
"24452" 	 "ENSG00000223703" 	 "" 	 "AC027612.1" 	 "2" 	 91736726 	 91767439 	 1 	 "unprocessed_pseudogene"
"24453" 	 "ENSG00000223791" 	 "UBE2E1-AS1" 	 "UBE2E1-AS1" 	 "3" 	 23804024 	 23806905 	 1 	 "antisense"
"24454" 	 "ENSG00000223881" 	 "" 	 "AL157402.1" 	 "1" 	 198597724 	 198598868 	 1 	 "lincRNA"
"24455" 	 "ENSG00000223886" 	 "" 	 "AC073073.1" 	 "7" 	 105530209 	 105530671 	 1 	 "processed_pseudogene"
"24456" 	 "ENSG00000223944" 	 "" 	 "AL353604.1" 	 "1" 	 37262739 	 37325100 	 1 	 "lincRNA"
"24457" 	 "ENSG00000224106" 	 "CYP4F25P" 	 "CYP4F25P" 	 "9" 	 64465463 	 64466498 	 1 	 "unprocessed_pseudogene"
"24458" 	 "ENSG00000224109" 	 "CENPVL3" 	 "CENPVL3" 	 "X" 	 51617024 	 51618968 	 1 	 "protein_coding"
"24459" 	 "ENSG00000224137" 	 "LINC01857" 	 "LINC01857" 	 "2" 	 207662375 	 207667024 	 1 	 "lincRNA"
"24460" 	 "ENSG00000224184" 	 "MIR3681HG" 	 "MIR3681HG" 	 "2" 	 11848622 	 12578348 	 7 	 "lincRNA"
"24461" 	 "ENSG00000224358" 	 "" 	 "AL451074.2" 	 "1" 	 165768929 	 165775176 	 1 	 "antisense"
"24462" 	 "ENSG00000224521" 	 "" 	 "AC098483.1" 	 "1" 	 248548756 	 248563839 	 2 	 "antisense"
"24463" 	 "ENSG00000224843" 	 "LINC00240" 	 "LINC00240" 	 "6" 	 26956992 	 27023924 	 4 	 "lincRNA"
"24464" 	 "ENSG00000225230" 	 "" 	 "AC008937.1" 	 "5" 	 56900041 	 56910714 	 1 	 "antisense"
"24465" 	 "ENSG00000225370" 	 "" 	 "AC243962.1" 	 "19" 	 54671231 	 54672591 	 1 	 "unprocessed_pseudogene"
"24466" 	 "ENSG00000225498" 	 "" 	 "AC002064.1" 	 "7" 	 90312496 	 90322592 	 1 	 "lincRNA"
"24467" 	 "ENSG00000225606" 	 "" 	 "AC005281.1" 	 "7" 	 12570125 	 12571392 	 1 	 "antisense"
"24468" 	 "ENSG00000225660" 	 "" 	 "Z99497.1" 	 "X" 	 146955075 	 146955209 	 1 	 "processed_pseudogene"
"24469" 	 "ENSG00000225695" 	 "HNRNPA1P35" 	 "HNRNPA1P35" 	 "2" 	 201063089 	 201064051 	 1 	 "processed_pseudogene"
"24470" 	 "ENSG00000225931" 	 "" 	 "AL139246.2" 	 "1" 	 2566410 	 2569888 	 1 	 "TEC"
"24471" 	 "ENSG00000226088" 	 "" 	 "AL158839.1" 	 "1" 	 70359562 	 70360437 	 1 	 "antisense"
"24472" 	 "ENSG00000226191" 	 "CLK3P2" 	 "CLK3P2" 	 "1" 	 247936061 	 247937513 	 1 	 "processed_pseudogene"
"24473" 	 "ENSG00000226194" 	 "LINC02519" 	 "LINC02519" 	 "6" 	 169369998 	 169388385 	 2 	 "lincRNA"
"24474" 	 "ENSG00000226779" 	 "NAALADL2-AS2" 	 "NAALADL2-AS2" 	 "3" 	 175234861 	 175271096 	 1 	 "antisense"
"24475" 	 "ENSG00000226806" 	 "" 	 "AC011893.1" 	 "2" 	 135820191 	 135823087 	 1 	 "antisense"
"24476" 	 "ENSG00000226859" 	 "LINC02051" 	 "LINC02051" 	 "3" 	 186476727 	 186478370 	 1 	 "lincRNA"
"24477" 	 "ENSG00000226903" 	 "LINC00354" 	 "LINC00354" 	 "13" 	 111899985 	 111901176 	 2 	 "lincRNA"
"24478" 	 "ENSG00000226945" 	 "" 	 "AC098935.1" 	 "1" 	 206907619 	 206908229 	 1 	 "processed_pseudogene"
"24479" 	 "ENSG00000226994" 	 "" 	 "AC012593.1" 	 "2" 	 34799850 	 35185689 	 16 	 "lincRNA"
"24480" 	 "ENSG00000227055" 	 "" 	 "AC009961.2" 	 "2" 	 159812234 	 159814009 	 1 	 "processed_pseudogene"
"24481" 	 "ENSG00000227088" 	 "" 	 "AC084149.1" 	 "2" 	 77652413 	 77654668 	 1 	 "lincRNA"
"24482" 	 "ENSG00000227210" 	 "" 	 "AC079145.1" 	 "2" 	 19990217 	 20004210 	 1 	 "antisense"
"24483" 	 "ENSG00000227375" 	 "DLG1-AS1" 	 "DLG1-AS1" 	 "3" 	 197298252 	 197303747 	 2 	 "antisense"
"24484" 	 "ENSG00000227403" 	 "LINC01806" 	 "LINC01806" 	 "2" 	 161244739 	 161249050 	 2 	 "lincRNA"
"24485" 	 "ENSG00000227440" 	 "ATP5MC1P4" 	 "ATP5MC1P4" 	 "3" 	 172828736 	 172829176 	 1 	 "processed_pseudogene"
"24486" 	 "ENSG00000227692" 	 "MED28P3" 	 "MED28P3" 	 "2" 	 186364598 	 186365128 	 1 	 "processed_pseudogene"
"24487" 	 "ENSG00000227785" 	 "" 	 "AC092013.1" 	 "7" 	 85636013 	 85636344 	 1 	 "processed_pseudogene"
"24488" 	 "ENSG00000227973" 	 "PIN4P1" 	 "PIN4P1" 	 "15" 	 43875849 	 43876244 	 1 	 "processed_pseudogene"
"24489" 	 "ENSG00000228043" 	 "" 	 "AC114763.1" 	 "2" 	 138418284 	 138501698 	 2 	 "lincRNA"
"24490" 	 "ENSG00000228081" 	 "" 	 "AC092810.2" 	 "1" 	 209173014 	 209173375 	 1 	 "processed_pseudogene"
"24491" 	 "ENSG00000228150" 	 "" 	 "AL357140.2" 	 "1" 	 9942923 	 9949974 	 1 	 "sense_intronic"
"24492" 	 "ENSG00000228168" 	 "HNRNPA1P21" 	 "HNRNPA1P21" 	 "3" 	 39334979 	 39335939 	 1 	 "processed_pseudogene"
"24493" 	 "ENSG00000228196" 	 "PTPN2P1" 	 "PTPN2P1" 	 "1" 	 178746683 	 178747754 	 1 	 "processed_pseudogene"
"24494" 	 "ENSG00000228392" 	 "" 	 "AL162391.1" 	 "9" 	 126270121 	 126275918 	 1 	 "lincRNA"
"24495" 	 "ENSG00000228590" 	 "" 	 "AC007381.1" 	 "2" 	 60350595 	 60353016 	 1 	 "lincRNA"
"24496" 	 "ENSG00000228766" 	 "RPL7L1P8" 	 "RPL7L1P8" 	 "3" 	 182610674 	 182611414 	 1 	 "processed_pseudogene"
"24497" 	 "ENSG00000228950" 	 "" 	 "AC023137.1" 	 "2" 	 20451042 	 20452947 	 1 	 "lincRNA"
"24498" 	 "ENSG00000229106" 	 "BTBD6P1" 	 "BTBD6P1" 	 "1" 	 23901471 	 23902737 	 1 	 "processed_pseudogene"
"24499" 	 "ENSG00000229162" 	 "" 	 "AL445471.1" 	 "1" 	 24961345 	 24963097 	 1 	 "antisense"
"24500" 	 "ENSG00000229204" 	 "PTGES3P3" 	 "PTGES3P3" 	 "4" 	 169791221 	 169791702 	 1 	 "processed_pseudogene"
"24501" 	 "ENSG00000229233" 	 "" 	 "AC011891.1" 	 "7" 	 12654179 	 12654985 	 1 	 "sense_overlapping"
"24502" 	 "ENSG00000229255" 	 "" 	 "AC138089.1" 	 "1" 	 248484245 	 248485484 	 1 	 "lincRNA"
"24503" 	 "ENSG00000229267" 	 "" 	 "AC016708.1" 	 "2" 	 214810229 	 214963274 	 2 	 "antisense"
"24504" 	 "ENSG00000229356" 	 "LRRC3-AS1" 	 "LRRC3-AS1" 	 "21" 	 44450986 	 44455284 	 1 	 "antisense"
"24505" 	 "ENSG00000229414" 	 "KCNQ1-AS1" 	 "KCNQ1-AS1" 	 "11" 	 2840135 	 2861568 	 1 	 "antisense"
"24506" 	 "ENSG00000229417" 	 "NPM1P25" 	 "NPM1P25" 	 "10" 	 96189366 	 96190219 	 1 	 "processed_pseudogene"
"24507" 	 "ENSG00000229487" 	 "ALG13-AS1" 	 "ALG13-AS1" 	 "X" 	 111706649 	 111711101 	 1 	 "antisense"
"24508" 	 "ENSG00000229754" 	 "CXCR2P1" 	 "CXCR2P1" 	 "2" 	 218059155 	 218065729 	 2 	 "transcribed_unprocessed_pseudogene"
"24509" 	 "ENSG00000230138" 	 "" 	 "AC119428.2" 	 "1" 	 53366668 	 53368245 	 1 	 "lincRNA"
"24510" 	 "ENSG00000230266" 	 "XXYLT1-AS2" 	 "XXYLT1-AS2" 	 "3" 	 195147871 	 195152790 	 2 	 "antisense"
"24511" 	 "ENSG00000230451" 	 "RPS29P6" 	 "RPS29P6" 	 "1" 	 37330852 	 37330996 	 1 	 "processed_pseudogene"
"24512" 	 "ENSG00000230482" 	 "ATP5MC2P3" 	 "ATP5MC2P3" 	 "2" 	 197263111 	 197263535 	 1 	 "processed_pseudogene"
"24513" 	 "ENSG00000230628" 	 "" 	 "AL160408.3" 	 "1" 	 234669523 	 234696153 	 1 	 "lincRNA"
"24514" 	 "ENSG00000230876" 	 "LINC00486" 	 "LINC00486" 	 "2" 	 32825443 	 32926693 	 3 	 "lincRNA"
"24515" 	 "ENSG00000230897" 	 "RPS18P12" 	 "RPS18P12" 	 "17" 	 14705076 	 14705534 	 1 	 "processed_pseudogene"
"24516" 	 "ENSG00000230927" 	 "TMBIM7P" 	 "TMBIM7P" 	 "7" 	 92412550 	 92447813 	 3 	 "transcribed_unitary_pseudogene"
"24517" 	 "ENSG00000231128" 	 "" 	 "AL137856.1" 	 "1" 	 113812379 	 113829171 	 3 	 "antisense"
"24518" 	 "ENSG00000231441" 	 "" 	 "AL512422.1" 	 "6" 	 56844002 	 56864078 	 1 	 "antisense"
"24519" 	 "ENSG00000231589" 	 "" 	 "AC009110.1" 	 "16" 	 62596372 	 62598449 	 1 	 "lincRNA"
"24520" 	 "ENSG00000231621" 	 "" 	 "AC013264.1" 	 "2" 	 197197991 	 197199273 	 1 	 "antisense"
"24521" 	 "ENSG00000231665" 	 "OGFOD1P1" 	 "OGFOD1P1" 	 "13" 	 49210422 	 49212294 	 1 	 "processed_pseudogene"
"24522" 	 "ENSG00000231671" 	 "LINC01307" 	 "LINC01307" 	 "1" 	 101323337 	 101390303 	 3 	 "lincRNA"
"24523" 	 "ENSG00000231691" 	 "" 	 "AL592114.3" 	 "1" 	 204277005 	 204277948 	 1 	 "antisense"
"24524" 	 "ENSG00000231720" 	 "" 	 "AL353747.3" 	 "6" 	 167237508 	 167240480 	 1 	 "lincRNA"
"24525" 	 "ENSG00000231952" 	 "DPY19L1P2" 	 "DPY19L1P2" 	 "7" 	 32812757 	 32838570 	 1 	 "unprocessed_pseudogene"
"24526" 	 "ENSG00000231976" 	 "FAM238B" 	 "FAM238B" 	 "10" 	 26647986 	 26653454 	 4 	 "transcribed_unprocessed_pseudogene"
"24527" 	 "ENSG00000232258" 	 "TMEM114" 	 "TMEM114" 	 "16" 	 8537605 	 8590193 	 5 	 "protein_coding"
"24528" 	 "ENSG00000232335" 	 "" 	 "AL354864.1" 	 "1" 	 35739389 	 35743576 	 1 	 "antisense"
"24529" 	 "ENSG00000232386" 	 "" 	 "AC015712.1" 	 "15" 	 100849561 	 100861756 	 5 	 "lincRNA"
"24530" 	 "ENSG00000232613" 	 "LINC02576" 	 "LINC02576" 	 "2" 	 65030727 	 65053017 	 2 	 "antisense"
"24531" 	 "ENSG00000232615" 	 "" 	 "AC026412.2" 	 "5" 	 1614836 	 1616334 	 1 	 "processed_pseudogene"
"24532" 	 "ENSG00000232628" 	 "" 	 "AC092809.2" 	 "1" 	 224208747 	 224213279 	 2 	 "sense_intronic"
"24533" 	 "ENSG00000232880" 	 "NDUFB4P10" 	 "NDUFB4P10" 	 "20" 	 45388347 	 45388705 	 1 	 "processed_pseudogene"
"24534" 	 "ENSG00000232884" 	 "" 	 "AF127936.2" 	 "21" 	 14746762 	 14753863 	 2 	 "lincRNA"
"24535" 	 "ENSG00000233131" 	 "" 	 "AC096649.2" 	 "2" 	 175184215 	 175184607 	 1 	 "processed_pseudogene"
"24536" 	 "ENSG00000233290" 	 "" 	 "AC093580.1" 	 "1" 	 82215220 	 82261133 	 1 	 "lincRNA"
"24537" 	 "ENSG00000233293" 	 "" 	 "AL133343.2" 	 "20" 	 32561093 	 32573888 	 1 	 "antisense"
"24538" 	 "ENSG00000233308" 	 "OSTN-AS1" 	 "OSTN-AS1" 	 "3" 	 191213291 	 191234605 	 1 	 "antisense"
"24539" 	 "ENSG00000233514" 	 "" 	 "AL356653.1" 	 "1" 	 44122153 	 44122512 	 1 	 "processed_pseudogene"
"24540" 	 "ENSG00000233589" 	 "" 	 "AL138789.1" 	 "1" 	 68479129 	 68483539 	 1 	 "antisense"
"24541" 	 "ENSG00000233673" 	 "ANAPC1P1" 	 "ANAPC1P1" 	 "2" 	 86861825 	 86912978 	 2 	 "transcribed_unprocessed_pseudogene"
"24542" 	 "ENSG00000233755" 	 "" 	 "AL050344.1" 	 "1" 	 25043707 	 25113120 	 2 	 "lincRNA"
"24543" 	 "ENSG00000233791" 	 "LINC01136" 	 "LINC01136" 	 "1" 	 203298758 	 203305309 	 3 	 "lincRNA"
"24544" 	 "ENSG00000233847" 	 "" 	 "AC022445.1" 	 "5" 	 60917490 	 60919573 	 1 	 "antisense"
"24545" 	 "ENSG00000233878" 	 "" 	 "AC073133.2" 	 "7" 	 156437789 	 156445588 	 1 	 "lincRNA"
"24546" 	 "ENSG00000234142" 	 "LINC01675" 	 "LINC01675" 	 "1" 	 166475772 	 166490039 	 1 	 "lincRNA"
"24547" 	 "ENSG00000234174" 	 "" 	 "AC016683.1" 	 "2" 	 113171535 	 113175360 	 2 	 "antisense"
"24548" 	 "ENSG00000234184" 	 "LINC01781" 	 "LINC01781" 	 "1" 	 80535755 	 80646788 	 3 	 "lincRNA"
"24549" 	 "ENSG00000234193" 	 "" 	 "AC013476.1" 	 "2" 	 222917387 	 222919363 	 1 	 "antisense"
"24550" 	 "ENSG00000234211" 	 "" 	 "AL451067.1" 	 "1" 	 161671978 	 161674824 	 2 	 "antisense"
"24551" 	 "ENSG00000234323" 	 "LINC01505" 	 "LINC01505" 	 "9" 	 105993310 	 106740875 	 6 	 "lincRNA"
"24552" 	 "ENSG00000234511" 	 "C5orf58" 	 "C5orf58" 	 "5" 	 170232447 	 170252575 	 6 	 "protein_coding"
"24553" 	 "ENSG00000234515" 	 "PPP1R2P1" 	 "PPP1R2P1" 	 "6" 	 32879171 	 32879848 	 2 	 "transcribed_processed_pseudogene"
"24554" 	 "ENSG00000234572" 	 "LINC01800" 	 "LINC01800" 	 "2" 	 64846130 	 64863626 	 1 	 "lincRNA"
"24555" 	 "ENSG00000234753" 	 "FOXP4-AS1" 	 "FOXP4-AS1" 	 "6" 	 41494853 	 41548621 	 5 	 "antisense"
"24556" 	 "ENSG00000234842" 	 "MTCO2P16" 	 "MTCO2P16" 	 "2" 	 201549631 	 201550307 	 1 	 "unprocessed_pseudogene"
"24557" 	 "ENSG00000234918" 	 "" 	 "AL157387.1" 	 "10" 	 37240887 	 37242049 	 1 	 "lincRNA"
"24558" 	 "ENSG00000235013" 	 "COX20P2" 	 "COX20P2" 	 "2" 	 230957593 	 230957950 	 1 	 "processed_pseudogene"
"24559" 	 "ENSG00000235021" 	 "" 	 "AL591848.2" 	 "1" 	 246690047 	 246691821 	 1 	 "lincRNA"
"24560" 	 "ENSG00000235044" 	 "PPIAP3" 	 "PPIAP3" 	 "20" 	 37530039 	 37530543 	 1 	 "processed_pseudogene"
"24561" 	 "ENSG00000235292" 	 "" 	 "AL109838.1" 	 "20" 	 12243895 	 12244296 	 1 	 "lincRNA"
"24562" 	 "ENSG00000235413" 	 "KRT18P63" 	 "KRT18P63" 	 "4" 	 17911674 	 17912976 	 1 	 "processed_pseudogene"
"24563" 	 "ENSG00000235419" 	 "" 	 "AC010149.1" 	 "2" 	 230520594 	 230580006 	 2 	 "antisense"
"24564" 	 "ENSG00000235480" 	 "" 	 "AC013270.1" 	 "2" 	 96527940 	 96532306 	 1 	 "antisense"
"24565" 	 "ENSG00000235486" 	 "" 	 "AC114755.5" 	 "2" 	 106369724 	 106378247 	 1 	 "unprocessed_pseudogene"
"24566" 	 "ENSG00000235529" 	 "AGAP1-IT1" 	 "AGAP1-IT1" 	 "2" 	 235505751 	 235507566 	 1 	 "sense_intronic"
"24567" 	 "ENSG00000235590" 	 "GNAS-AS1" 	 "GNAS-AS1" 	 "20" 	 58818919 	 58850903 	 4 	 "antisense"
"24568" 	 "ENSG00000235615" 	 "" 	 "AJ239322.1" 	 "2" 	 131964731 	 131979873 	 1 	 "lincRNA"
"24569" 	 "ENSG00000235651" 	 "" 	 "AC064850.1" 	 "2" 	 135510546 	 135511943 	 1 	 "processed_pseudogene"
"24570" 	 "ENSG00000235947" 	 "EGOT" 	 "EGOT" 	 "3" 	 4749192 	 4751590 	 1 	 "lincRNA"
"24571" 	 "ENSG00000236054" 	 "" 	 "Z82246.1" 	 "22" 	 32583300 	 32584204 	 1 	 "antisense"
"24572" 	 "ENSG00000236138" 	 "DUX4L26" 	 "DUX4L26" 	 "3" 	 75668931 	 75670185 	 1 	 "processed_pseudogene"
"24573" 	 "ENSG00000236165" 	 "PRADC1P1" 	 "PRADC1P1" 	 "3" 	 36976316 	 36976840 	 1 	 "processed_pseudogene"
"24574" 	 "ENSG00000236297" 	 "" 	 "AC048351.1" 	 "3" 	 193578812 	 193593090 	 2 	 "transcribed_processed_pseudogene"
"24575" 	 "ENSG00000236438" 	 "FAM157A" 	 "FAM157A" 	 "3" 	 198153287 	 198222513 	 3 	 "transcribed_unprocessed_pseudogene"
"24576" 	 "ENSG00000236546" 	 "" 	 "AL033527.2" 	 "1" 	 39897745 	 39899098 	 1 	 "antisense"
"24577" 	 "ENSG00000236792" 	 "" 	 "AL513175.2" 	 "1" 	 192247505 	 192247947 	 1 	 "processed_pseudogene"
"24578" 	 "ENSG00000236809" 	 "SNX25P1" 	 "SNX25P1" 	 "1" 	 211417025 	 211417934 	 1 	 "unprocessed_pseudogene"
"24579" 	 "ENSG00000236816" 	 "ANKRD20A7P" 	 "ANKRD20A7P" 	 "9" 	 42852675 	 42894751 	 1 	 "unprocessed_pseudogene"
"24580" 	 "ENSG00000236941" 	 "" 	 "AC106872.1" 	 "4" 	 164948079 	 164949438 	 1 	 "processed_pseudogene"
"24581" 	 "ENSG00000237167" 	 "" 	 "AC128709.3" 	 "3" 	 197458405 	 197467105 	 1 	 "lincRNA"
"24582" 	 "ENSG00000237286" 	 "" 	 "AC004906.1" 	 "7" 	 2944035 	 2947091 	 1 	 "antisense"
"24583" 	 "ENSG00000237292" 	 "LINC01732" 	 "LINC01732" 	 "1" 	 181174484 	 181182208 	 2 	 "lincRNA"
"24584" 	 "ENSG00000237352" 	 "LINC01358" 	 "LINC01358" 	 "1" 	 58933643 	 59240555 	 11 	 "lincRNA"
"24585" 	 "ENSG00000237461" 	 "" 	 "AL359710.1" 	 "9" 	 99585786 	 99819889 	 1 	 "lincRNA"
"24586" 	 "ENSG00000237557" 	 "YWHABP1" 	 "YWHABP1" 	 "9" 	 38643042 	 38643768 	 1 	 "processed_pseudogene"
"24587" 	 "ENSG00000237638" 	 "LINC02245" 	 "LINC02245" 	 "2" 	 64901840 	 64905137 	 1 	 "lincRNA"
"24588" 	 "ENSG00000237749" 	 "" 	 "AL034379.1" 	 "1" 	 37556247 	 37556499 	 1 	 "processed_pseudogene"
"24589" 	 "ENSG00000237798" 	 "" 	 "AC010894.4" 	 "2" 	 174575227 	 174587726 	 1 	 "antisense"
"24590" 	 "ENSG00000237842" 	 "" 	 "AL157713.1" 	 "1" 	 157059232 	 157060762 	 1 	 "processed_pseudogene"
"24591" 	 "ENSG00000238005" 	 "" 	 "AL391832.2" 	 "1" 	 234957342 	 234970062 	 5 	 "lincRNA"
"24592" 	 "ENSG00000238015" 	 "" 	 "AC104837.2" 	 "1" 	 78666272 	 78666695 	 1 	 "processed_pseudogene"
"24593" 	 "ENSG00000238062" 	 "SPATA3-AS1" 	 "SPATA3-AS1" 	 "2" 	 230984368 	 230996032 	 7 	 "lincRNA"
"24594" 	 "ENSG00000238160" 	 "" 	 "AC116366.2" 	 "5" 	 132419416 	 132426714 	 2 	 "antisense"
